Item ID,Custom Label,Product ID Type,Product ID Value,Product ID Value 2,Quantity Available,Purchases,Bids,Price,Start Date,End Date,Condition,Type,Item Title,Category Leaf Name,Category Number,Private Notes,Site Listed,Download Date,Variation Details,Product Reference ID,Condition ID,OutOfStockControl
141019418427,,,,,9,0,,$24.95,Jul-18-13,,Used,9,"DELTA 310W POWER SUPPLY DPS-310CB A IBM LENOVO CRU 24R2596 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141019419354,,,,,4,0,,$29.85,Jul-18-13,,Used,9,"DELTA 460W POWER SUPPLY DPS-460CB A HP 381840-001 392268-001 TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
140959162737,,,,,1,0,,$30.00,Apr-19-13,,Used,9,"2124 EMACHINES MOTHERBOARD EMAF/AMD T2085 L7VMM2 REV1.1",Motherboards,1244,,0,"Jan-10-14 17:54:08 PST",,,3000,false
131072294160,,,,,1,1,,$380.00,Dec-15-13,,Used,9,"lot of 20 Pcs 250GB 3.5"" SATA Desktop HDD Tested Assorted Brand","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141000186697,,,,,2,1,,$19.99,Jun-18-13,,Used,9,"Dell 100W Power Supply NPS-100BB A 680XR Tested + Warranty","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
130892935682,,,,,4,1,,$23.76,Apr-19-13,,Used,9,"ASUS P4S-LA MICRO ATX SOCKET 478 MOTHERBOARD REV 1.02 TESTED + WARRANTY","Motherboard & CPU Combos",131511,,0,"Jan-10-14 17:54:08 PST",,,3000,false
131022575179,,BrandMPN,IBM,82G5932,1,0,,$29.99,Oct-17-13,,Used,9,"IBM FRU: 82G5932 3.5"" 540MB 50 Pin Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69791897,3000,false
141093097084,,BrandMPN,Seagate,ST34371W,2,0,,$22.99,Oct-17-13,,Used,9,"Seagate Barracuda ST34371W 4.35GB 7.2K 68 Pin SCSI Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69772130,3000,false
141093100754,,UPC,102645932262,,2,0,,$75.00,Oct-17-13,,Used,9,"FUJITSU MAP3735NP DELL P1067 73GB U320 SCSI 10K RPM HARD DRIVE 68 PIN ULTRA320","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69754431,3000,false
131022682473,,UPC,102645803937,,1,0,,$39.99,Oct-17-13,,Used,9,"Seagate Barracuda ST118273W 18.2GB 7.2K 68 Pin SCSI Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69762738,3000,false
